jahr,alt,d_m_le,d_m_vht,d_m_vwt,d_m_ge,d_f_le,d_f_vht,d_f_vwt,d_f_ge,a_m_le,a_m_vht,a_m_vwt,a_m_ge,a_f_le,a_f_vht,a_f_vwt,a_f_ge
2018,24Jährige,360349,11456,7,337,326265,28927,35,1234,108377,7607,16,263,71908,16865,42,616
2018,25Jährige,365061,19016,13,647,324078,43038,55,2058,108246,10309,15,430,72395,20278,60,913
2018,26Jährige,358950,30188,16,1114,311856,62024,73,3272,107032,13670,24,580,70010,24624,70,1167
2018,27Jährige,359150,45188,27,1802,303024,84384,137,4625,105318,17217,32,856,68536,28991,79,1605
2018,28Jährige,378007,67947,41,2961,309067,116248,175,6926,107710,21536,36,1124,67496,33794,115,1949
2018,29Jährige,349758,87815,56,4208,280338,137721,299,9037,101073,24823,51,1636,63812,37789,163,2344
2018,30Jährige,337570,112465,62,6017,261220,165997,327,11816,96667,28459,63,2045,58346,41604,162,2869
2018,31Jährige,308658,131811,110,7451,234307,182954,444,14242,87793,31113,70,2398,52493,44317,198,3301
2018,32Jährige,282224,148552,137,9348,213073,197981,557,16782,80200,32540,72,2848,46980,46169,210,3705
2018,33Jährige,254665,158657,167,11158,189207,204905,668,19266,73982,35799,106,3303,42944,49087,265,4265
2018,34Jährige,238140,173036,222,13231,174865,215897,808,22047,67034,37036,101,3792,38668,50706,303,5005
2018,35Jährige,224468,186765,251,15830,164092,226613,1008,25620,60527,39375,94,4213,35033,52668,363,5586
2018,36Jährige,215923,201707,296,18815,155114,241594,1146,29451,56403,42580,112,4842,32216,55782,409,6417
2018,37Jährige,199036,210767,342,21164,144181,247731,1527,32734,51136,44382,129,5721,28851,58029,470,7260
2018,38Jährige,186175,219086,414,23681,134850,254558,1676,36083,50379,47791,155,6176,27849,60172,519,7929
2018,39Jährige,166251,216381,456,25214,119330,246504,1932,37829,43944,48031,181,6727,24189,59781,660,8545
2018,40Jährige,155053,219910,584,27689,111162,246580,2298,40142,40567,49068,194,7101,22323,59471,689,8888
2018,41Jährige,145800,223282,602,29937,104360,246327,2632,42867,37945,50143,226,7803,20858,59137,851,9608
2018,42Jährige,133204,224218,729,31573,95813,245095,2980,45222,35367,50913,224,8275,19308,59140,882,10412
2018,43Jährige,122890,221630,804,33141,86721,239986,3359,46129,33863,51988,255,8621,18286,58784,1063,11050
2018,44Jährige,119140,227386,958,35942,83822,245897,3780,50374,31596,52707,296,9272,17211,59048,1205,11509
2018,45Jährige,116407,234016,1097,38328,81413,250388,4422,53775,28362,52038,301,9318,15749,58393,1337,11635
2018,46Jährige,124521,259693,1398,46267,85556,277491,5504,61573,26956,52151,358,9456,14497,56894,1432,11663
2018,47Jährige,136178,293278,1894,54583,92938,310872,6978,72233,24827,51411,400,9896,13232,54718,1627,11737
2018,48Jährige,137124,307888,2278,60068,91835,325982,8225,78930,24098,50945,467,10002,12552,53357,1813,11811
2018,49Jährige,143724,338914,2742,69213,94959,355227,10097,89508,21502,50590,512,10124,11229,50612,1886,11498
2018,50Jährige,146318,360542,3358,76405,94257,377555,12049,97975,20220,48927,536,10005,10727,47930,2125,11038
2018,51Jährige,143929,378241,4028,82701,92250,393990,14312,104683,17945,45381,571,9324,9559,43438,2156,10129
2018,52Jährige,140614,393930,4762,88623,89311,408124,16780,109657,15532,45720,614,9354,8269,43071,2205,9543
2018,53Jährige,133219,401265,5307,91787,82998,412206,19724,111282,14422,45083,670,9256,7517,41782,2477,9256
2018,54Jährige,128279,413241,6319,96695,79686,424892,22919,114897,13041,43931,689,8905,6699,39245,2701,8916
2018,55Jährige,118556,417659,7091,97295,73778,428009,26493,112909,11504,41156,717,8160,6206,35674,2805,8217
2018,56Jährige,107365,409346,7993,94696,66153,417692,29344,109552,10285,37828,723,7655,5584,33859,3075,7575
2018,57Jährige,98983,409773,8891,93640,61349,417797,33736,106125,9117,32979,713,6926,4974,30253,3178,6792
2018,58Jährige,88976,399651,9665,88245,54983,403345,37661,99796,8779,32739,804,6837,4955,30813,3530,6566
2018,59Jährige,80520,394999,10658,85201,50212,395310,41171,95032,7412,29676,779,6004,4121,27030,3605,5869
2018,60Jährige,71002,376961,11106,77540,44716,374494,44053,85736,6423,28014,824,5763,3700,25459,3600,5428
2018,61Jährige,63926,371228,12190,73702,41425,365969,48113,81930,5678,27194,895,5202,3308,23843,3823,5001
2018,62Jährige,57343,361984,13029,68375,37786,353865,52068,77400,5010,27706,976,5026,2988,24573,4429,4901
2018,63Jährige,51128,353306,14179,63165,34216,341272,56424,72958,4494,24544,897,4459,2863,24650,5063,4698
2018,64Jährige,46092,347485,15364,59338,31905,333855,61303,70686,3626,21242,973,3944,2544,24298,5218,4399
2018,65Jährige,41163,337486,16057,54953,28699,322107,65193,66564,3036,18634,949,3454,2178,23083,5461,4069
2018,66Jährige,37602,337199,17774,51775,26607,315888,71682,64801,2621,19239,953,3256,2114,23770,6118,4079
2018,67Jährige,33905,330442,18849,48594,24332,306336,77262,62146,2228,18564,1029,2844,1844,21216,5882,3612
2018,68Jährige,31242,325914,20885,45451,22230,297574,83941,59718,2236,22274,1290,2968,1878,23456,7530,3653
2018,69Jährige,27340,314320,21779,41769,19770,282905,88619,54791,1865,22431,1355,2768,1585,21402,7281,3247
2018,70Jährige,22849,282667,21298,36573,16850,250006,87467,48393,1708,23136,1490,2630,1378,19552,7233,3155
2018,71Jährige,19260,260227,21573,32249,14665,230340,89314,43867,1600,23245,1600,2380,1281,17961,7103,2760
2018,72Jährige,16107,220546,20238,26519,12003,194340,83257,37543,1229,21254,1526,1998,1120,15277,6754,2419
2018,73Jährige,13191,187839,19345,21794,10884,165967,78948,32474,1066,18325,1494,1573,948,13099,6436,1927
2018,74Jährige,16715,255300,28362,27343,13726,221565,113267,41752,926,17377,1523,1440,793,11267,6429,1733
2018,75Jährige,16282,254465,31421,26055,14257,217090,122437,41258,801,16106,1614,1261,706,9667,5856,1536
2018,76Jährige,15114,238620,32836,23309,14025,200263,127373,37554,746,15943,1619,1197,691,8799,5914,1444
2018,77Jährige,17442,282668,42820,25591,16620,234511,169011,43313,612,14055,1732,1048,645,7176,5823,1255
2018,78Jährige,16747,283880,48416,23253,17426,228488,193397,42260,692,14301,1797,1001,592,6987,6534,1240
2018,79Jährige,14787,267516,49559,20791,17210,209396,202620,38322,542,12447,1533,917,518,5719,5607,1170
2018,80Jährige,12224,234753,48394,16830,16039,174472,200057,32761,491,10758,1636,779,520,4834,5247,1086
2018,81Jährige,10072,203966,47092,13428,15141,145225,194571,28160,357,8775,1467,626,482,3986,4862,907
2018,82Jährige,8511,180441,47031,11259,14405,122331,196203,24230,326,7339,1229,552,372,3117,4239,710
2018,83Jährige,6843,157278,46282,9234,13805,100254,194323,20761,275,5743,1027,421,368,2354,3828,588
2018,84Jährige,5350,128499,43035,7155,12435,76947,181203,17238,218,5226,1068,339,282,1824,3349,488
2018,85 Jahre und mehr,16841,416555,260215,20514,85570,212599,1134944,76413,1055,16000,5096,1277,1566,7216,18443,2551
2019,00Jährige,343429,0,0,0,326048,0,0,0,54131,0,0,0,51262,0,0,0
2019,01Jährige,351062,0,0,0,334082,0,0,0,56148,0,0,0,52840,0,0,0
2019,02Jährige,354783,0,0,0,337421,0,0,0,56792,0,0,0,53419,0,0,0
2019,03Jährige,355500,0,0,0,339200,0,0,0,58088,0,0,0,55028,0,0,0
2019,04Jährige,345478,0,0,0,328283,0,0,0,56298,0,0,0,52084,0,0,0
2019,05Jährige,342496,0,0,0,325503,0,0,0,53672,0,0,0,49808,0,0,0
2019,06Jährige,332972,0,0,0,316345,0,0,0,49310,0,0,0,45327,0,0,0
2019,07Jährige,332350,0,0,0,315241,0,0,0,49185,0,0,0,45193,0,0,0
2019,08Jährige,324094,0,0,0,308289,0,0,0,48779,0,0,0,44645,0,0,0
2019,09Jährige,334964,0,0,0,318974,0,0,0,47021,0,0,0,42802,0,0,0
2019,10Jährige,331044,0,0,0,314114,0,0,0,45625,0,0,0,41593,0,0,0
2019,11Jährige,340551,0,0,0,324089,0,0,0,45509,0,0,0,41514,0,0,0
2019,12Jährige,341539,0,0,0,323582,0,0,0,42773,0,0,0,38776,0,0,0
2019,13Jährige,335631,0,0,0,317561,0,0,0,41490,0,0,0,37016,0,0,0
2019,14Jährige,340669,0,0,0,323830,0,0,0,40320,0,0,0,35686,0,0,1
2019,15Jährige,348941,0,0,0,331623,0,0,0,40419,1,0,0,35838,0,1,0
2019,16Jährige,349472,0,0,0,331793,1,2,0,40985,1,0,0,35601,25,0,2
2019,17Jährige,356575,1,0,0,338190,1,0,0,42328,4,2,2,34767,63,0,5
2019,18Jährige,365726,47,1,0,346032,338,0,2,48826,38,1,1,36933,555,0,14
2019,19Jährige,380350,247,1,3,360765,1483,0,11,64677,187,1,9,44548,1780,5,19
2019,20Jährige,370590,729,2,9,349098,3409,3,38,90783,598,1,13,59870,3658,8,60
2019,21Jährige,375973,1746,3,24,354016,6422,6,167,95553,1316,1,33,64503,6006,13,120
2019,22Jährige,384788,3508,3,60,359949,11437,16,370,106493,2676,5,96,68506,9466,23,250
2019,23Jährige,374902,6350,6,148,345351,18336,18,705,108083,4553,1,142,72445,13095,32,424
2019,24Jährige,357304,10711,14,316,324327,27417,33,1221,111593,7118,19,234,74078,16364,40,634
2019,25Jährige,353213,18090,14,576,313416,41271,57,1889,112161,9806,20,451,74948,20189,55,876
2019,26Jährige,354850,28507,19,1004,307677,58709,71,2962,111220,12658,15,663,74757,23692,79,1259
2019,27Jährige,345772,42588,34,1720,292586,80443,104,4431,109134,16127,32,864,71984,28009,93,1594
2019,28Jährige,342371,61246,37,2590,281316,105113,173,6133,106672,19734,39,1204,69552,32009,98,2027
2019,29Jährige,356917,87950,60,4110,284729,139431,222,8902,107955,23942,45,1572,68474,36515,135,2509
2019,30Jährige,327579,109058,83,5535,256781,160409,361,11146,101330,27063,59,2156,64299,40357,194,2817
2019,31Jährige,315232,133856,88,7612,239689,186801,410,14241,96447,30356,77,2571,58953,43643,189,3417
2019,32Jährige,288122,151336,146,9189,216297,200287,531,16796,87836,32570,88,2878,52849,45995,217,3873
2019,33Jährige,263348,166589,177,11189,197811,212923,653,19408,80532,33324,88,3392,47514,47276,234,4242
2019,34Jährige,238562,173786,235,13217,176728,216969,779,21757,74272,36341,124,3822,43661,49828,286,4834
2019,35Jährige,223749,186699,276,15280,164280,226320,967,24594,67730,37302,119,4297,39297,51362,327,5487
2019,36Jährige,211785,198455,320,18003,154835,235277,1152,28314,61034,39203,105,4715,35768,53272,420,6104
2019,37Jährige,204685,211946,385,21018,147398,248750,1357,32260,57118,42372,136,5409,33104,55783,462,6985
2019,38Jährige,189282,219670,426,23356,137663,253809,1758,35431,51907,43943,153,6203,29576,58042,498,7762
2019,39Jährige,177944,226565,516,25943,129207,259690,1920,38961,51108,47050,184,6730,28750,60193,573,8381
2019,40Jährige,159017,222840,562,27419,114584,250886,2215,40414,44765,47314,209,7244,25138,59451,715,9045
2019,41Jährige,149202,224700,698,29884,107602,249578,2579,42984,41709,48270,218,7586,23156,59161,750,9351
2019,42Jährige,140753,227316,723,32171,101388,248663,2953,45552,38842,49323,240,8215,21700,58809,918,10057
2019,43Jährige,128921,227518,873,33679,93431,246677,3348,47834,36649,50144,263,8668,20223,58824,972,10861
2019,44Jährige,119441,224027,940,35155,84780,241264,3719,48516,35173,50908,293,9062,19197,58285,1119,11393
2019,45Jährige,115752,229591,1104,37982,81963,246963,4263,52680,32741,51673,321,9585,18085,58596,1281,11882
2019,46Jährige,113530,235684,1254,40435,79607,251359,4921,55804,29526,50954,345,9700,16513,57820,1433,11944
2019,47Jährige,121455,261306,1607,48324,83688,278153,6159,63738,27967,51097,411,9772,15357,56201,1542,12020
2019,48Jährige,132910,295004,2143,56645,90942,311471,7711,74277,25826,50229,437,10178,13946,54202,1739,11930
2019,49Jährige,133869,309653,2571,61884,89827,326652,9108,80738,24907,49788,509,10271,13321,52679,1892,12011
2019,50Jährige,139808,341480,3128,70680,92431,356723,11150,90480,22407,49331,570,10341,11804,50041,2020,11551
2019,51Jährige,143006,362054,3809,78143,92352,377668,13278,99398,20983,47614,603,10188,11207,47272,2248,11137
2019,52Jährige,140620,379502,4517,84080,90462,394007,15634,105720,18647,44192,628,9437,10041,42873,2274,10136
2019,53Jährige,137321,395305,5345,89556,87565,407904,18388,110329,16080,44691,695,9365,8687,42446,2358,9573
2019,54Jährige,130090,402331,5982,92288,81349,411822,21577,111664,14918,43992,715,9329,7906,41146,2600,9243
2019,55Jährige,125233,414031,6995,96900,78121,424262,25031,114825,13449,42865,759,8913,7092,38594,2876,8886
2019,56Jährige,115658,417930,7848,97274,72296,426951,28862,112568,11902,40160,784,8096,6460,35084,2957,8112
2019,57Jährige,104647,409528,8744,94074,64898,416100,31874,108999,10590,36793,801,7588,5840,33164,3253,7495
2019,58Jährige,96487,409327,9758,92823,60253,415739,36513,105272,9331,31862,779,6898,5228,29568,3313,6701
2019,59Jährige,86676,398848,10617,87111,53972,400502,40731,99122,9029,31682,846,6754,5118,30067,3723,6493
2019,60Jährige,78082,394437,11598,83232,49159,392237,44633,93916,7520,28633,811,5909,4172,26249,3794,5727
2019,61Jährige,68939,375419,12043,76133,43861,370655,47531,85024,6607,26881,891,5586,3829,24618,3790,5318
2019,62Jährige,62028,368944,13260,72143,40669,361419,51895,81172,5715,26175,926,5066,3403,23051,3977,4915
2019,63Jährige,55527,359050,14192,66788,37114,348878,56038,76486,4985,26733,1012,4884,3095,23770,4627,4778
2019,64Jährige,49397,349959,15180,61465,33542,335774,60555,72138,4461,23596,942,4304,2916,23713,5311,4569
2019,65Jährige,44382,343553,16522,57668,31318,327885,65662,69818,3546,20169,1001,3799,2586,23387,5444,4306
2019,66Jährige,39653,332899,17289,53402,28119,315562,69659,65856,2947,17618,973,3324,2230,22054,5668,3933
2019,67Jährige,36075,331900,19021,50227,26095,308597,76462,63969,2609,18262,1013,3115,2170,22827,6333,3920
2019,68Jährige,32541,324662,20240,46976,23840,298734,82237,61269,2206,17807,1089,2698,1845,20341,6111,3522
2019,69Jährige,29933,319430,22380,43871,21753,289424,89134,58845,2222,21286,1360,2859,1875,22434,7722,3559
2019,70Jährige,26036,307509,23190,40127,19312,274195,93833,53875,1819,21513,1432,2615,1564,20446,7495,3139
2019,71Jährige,21805,275940,22556,35101,16425,241453,92358,47503,1641,22117,1568,2502,1382,18679,7385,3047
2019,72Jährige,18300,253219,22866,30899,14303,221634,94262,42960,1536,22251,1682,2293,1268,17059,7305,2670
2019,73Jährige,15230,214102,21376,25370,11646,186213,87630,36687,1186,20342,1587,1885,1137,14496,6974,2328
2019,74Jährige,12425,181478,20433,20752,10575,158261,82842,31660,1021,17511,1581,1484,939,12464,6545,1866
2019,75Jährige,15635,246090,29855,25898,13274,210666,118507,40599,887,16572,1586,1342,796,10613,6544,1664
2019,76Jährige,15222,244376,32887,24738,13777,205423,127794,40075,762,15259,1678,1188,701,9065,5962,1468
2019,77Jährige,14059,228220,34211,21990,13494,188520,132505,36493,691,15075,1640,1119,657,8210,6011,1390
2019,78Jährige,16132,268813,44423,24064,15954,219458,174747,41831,590,13266,1753,970,639,6637,5917,1209
2019,79Jährige,15364,268037,50180,21656,16685,211485,199065,40747,642,13406,1832,922,571,6409,6642,1186
2019,80Jährige,13592,250728,51149,19348,16425,192314,207041,36754,482,11678,1537,842,502,5167,5668,1119
2019,81Jährige,11104,218148,49552,15542,15194,158295,203000,31252,448,9943,1657,716,501,4388,5240,1031
2019,82Jährige,9079,187650,47938,12297,14306,129846,195763,26675,345,8099,1427,581,447,3611,4792,852
2019,83Jährige,7637,164125,47384,10215,13464,107842,195233,22726,288,6778,1179,496,357,2807,4130,676
2019,84Jährige,6058,140992,46163,8265,12798,86742,191012,19334,240,5218,991,379,343,2070,3726,548
2019,85 Jahre und mehr,18536,452603,272009,23438,82490,233160,1164161,81248,1115,18851,5587,1445,1661,8086,19712,2752
2020,00Jährige,342079,0,0,0,323743,0,0,0,53254,0,0,0,50304,0,0,0
2020,01Jährige,345887,0,0,0,328500,0,0,0,56209,0,0,0,52997,0,0,0
2020,02Jährige,351771,0,0,0,334640,0,0,0,57765,0,0,0,54190,0,0,0
2020,03Jährige,355313,0,0,0,337831,0,0,0,58266,0,0,0,54788,0,0,0
2020,04Jährige,355981,0,0,0,339685,0,0,0,59559,0,0,0,56376,0,0,0
2020,05Jährige,345873,0,0,0,328583,0,0,0,57821,0,0,0,53477,0,0,0
2020,06Jährige,342741,0,0,0,325735,0,0,0,55017,0,0,0,51094,0,0,0
2020,07Jährige,333294,0,0,0,316590,0,0,0,50797,0,0,0,46766,0,0,0
2020,08Jährige,332819,0,0,0,315773,0,0,0,50755,0,0,0,46536,0,0,0
2020,09Jährige,324815,0,0,0,308931,0,0,0,50239,0,0,0,45912,0,0,0
2020,10Jährige,335533,0,0,0,319538,0,0,0,48542,0,0,0,44144,0,0,0
2020,11Jährige,331655,0,0,0,314643,0,0,0,47199,0,0,0,42920,0,0,0
2020,12Jährige,341113,0,0,0,324618,0,0,0,46966,0,0,0,42873,0,0,0
2020,13Jährige,342093,0,0,0,324079,0,0,0,44066,0,0,0,39942,0,0,0
2020,14Jährige,336168,0,0,0,318082,2,0,0,42775,0,0,0,38143,0,0,0
2020,15Jährige,341227,0,0,0,324359,0,0,0,41796,0,0,0,36834,1,0,1
2020,16Jährige,349568,0,0,0,332186,0,0,0,41989,2,0,0,36824,8,1,0
2020,17Jährige,350129,0,0,0,332539,3,2,0,42315,4,0,0,36295,59,0,2
2020,18Jährige,357271,43,0,0,338789,276,0,0,45478,24,2,2,36781,367,0,6
2020,19Jährige,366089,229,1,1,346101,1213,0,4,55169,146,1,1,41317,1299,1,19
2020,20Jährige,380208,713,1,6,359855,3125,1,50,69805,424,1,15,48836,2859,5,39
2020,21Jährige,370216,1581,2,27,347387,5828,3,134,93303,1093,2,18,60673,5032,9,122
2020,22Jährige,374685,3334,4,63,350720,10255,8,332,97218,1987,3,52,64471,7640,17,194
2020,23Jährige,382355,6055,3,132,353977,17547,25,682,109087,3676,6,174,69858,11513,25,396
2020,24Jährige,370882,10357,10,286,337274,26555,25,1111,110294,5913,4,226,73601,15419,43,624
2020,25Jährige,351331,16436,21,522,312820,38393,44,1821,113305,8686,20,371,75433,18896,46,875
2020,26Jährige,344863,26109,21,864,299439,54795,77,2666,112984,11444,21,651,75806,22639,62,1176
2020,27Jährige,343522,39378,28,1473,290551,75048,98,4064,111693,14419,20,905,75436,26151,97,1581
2020,28Jährige,331189,56671,42,2409,273543,98619,146,5717,109059,17677,40,1199,72218,30127,112,2001
2020,29Jährige,325337,77727,52,3462,261268,124250,215,7664,105927,21342,44,1542,69708,33941,121,2469
2020,30Jährige,336294,107709,74,5321,262900,160164,267,10915,107179,25171,48,1959,68373,38127,149,2978
2020,31Jährige,307959,127736,111,7006,237696,178367,443,13194,100396,28017,60,2581,64319,41488,217,3345
2020,32Jährige,295939,152193,124,9253,222923,202344,488,16546,95565,30721,82,3027,58973,44570,224,3887
2020,33Jährige,271127,167366,188,11129,202344,212996,636,19110,87529,32521,93,3319,52904,46481,246,4365
2020,34Jährige,248348,180414,211,13063,186033,223603,776,21682,80144,32989,95,3877,47658,47463,265,4691
2020,35Jährige,225862,185285,282,15123,167152,225442,895,24057,74260,35809,133,4298,44060,49835,337,5267
2020,36Jährige,212276,196866,342,17109,156196,233036,1150,27010,67734,36649,130,4662,39526,51274,366,5895
2020,37Jährige,201740,206935,367,20078,148037,240411,1357,30851,61216,38279,119,5102,36144,52983,473,6583
2020,38Jährige,196005,219233,457,23056,141478,252952,1576,34821,57406,41141,151,5828,33458,55345,513,7398
2020,39Jährige,181793,225247,501,25470,132636,257192,2015,37895,52365,42794,166,6604,30126,57490,559,8212
2020,40Jährige,170965,231565,587,28124,124604,262399,2207,41475,51481,45884,208,7139,29408,59658,640,8844
2020,41Jährige,153636,226317,652,29444,111408,252190,2530,43006,45371,46151,230,7621,25748,58635,783,9465
2020,42Jährige,144507,227202,812,32050,104819,250474,2921,45331,42338,47217,233,7935,23770,58387,817,9783
2020,43Jährige,136696,229093,832,34313,98997,248866,3330,48108,39506,47912,268,8568,22346,57998,1010,10489
2020,44Jährige,125519,228817,993,35666,91369,246660,3780,50121,37346,48632,288,9090,20957,58173,1061,11113
2020,45Jährige,116471,224949,1061,37050,83001,241202,4168,50583,35851,49592,336,9422,19843,57615,1216,11688
2020,46Jährige,113120,230058,1251,39852,80324,246729,4761,54556,33390,50301,355,9852,18814,57819,1385,12226
2020,47Jährige,110916,236063,1453,42060,78072,250918,5505,57572,30117,49593,373,10006,17125,57126,1562,12238
2020,48Jährige,118744,261426,1810,50118,82084,277615,6902,65349,28539,49788,452,10128,16015,55417,1646,12182
2020,49Jährige,129918,295080,2391,58323,89094,310814,8562,75862,26306,48812,494,10457,14499,53510,1893,12090
2020,50Jährige,130686,309951,2877,63328,87687,326749,10091,81542,25419,48456,558,10489,13827,52060,2008,12117
2020,51Jährige,136880,340899,3459,72280,90697,355662,12320,91633,23053,48137,623,10479,12343,49334,2157,11662
2020,52Jährige,139974,361540,4240,79416,90680,376393,14646,100328,21486,46327,653,10355,11753,46598,2454,11208
2020,53Jährige,137448,378902,4988,85080,88752,392681,17191,106219,19063,42924,687,9527,10473,42269,2464,10218
2020,54Jährige,134204,394495,5902,90147,85916,406495,20154,110354,16396,43564,748,9491,9013,41818,2506,9621
2020,55Jährige,127042,401572,6541,92268,79853,410192,23533,111365,15101,42858,784,9422,8234,40485,2800,9307
2020,56Jährige,122283,412859,7696,96641,76658,422301,27246,114368,13687,41865,833,8929,7328,37916,3056,8906
2020,57Jährige,112881,416373,8593,96803,71001,424269,31361,111940,12028,39050,855,8124,6664,34488,3132,8045
2020,58Jährige,101994,407929,9512,93102,63713,412987,34711,108262,10683,35832,872,7553,6056,32469,3462,7506
2020,59Jährige,93989,407333,10617,91545,59185,411873,39695,104350,9431,30954,833,6857,5368,28933,3521,6655
2020,60Jährige,84194,397237,11492,85194,52926,396654,44069,97987,8946,30701,896,6689,5293,29347,3903,6407
2020,61Jährige,75888,391637,12614,81583,48295,387530,48190,92983,7435,27707,860,5812,4321,25522,4001,5643
2020,62Jährige,66892,372140,12981,74574,43096,365495,51340,84176,6463,26025,957,5501,3915,23872,4020,5220
2020,63Jährige,60094,365235,14262,70404,39941,355562,55840,80396,5652,25262,977,4954,3483,22314,4229,4837
2020,64Jährige,53746,354929,15233,64884,36453,342494,60255,75659,4895,25755,1100,4761,3222,23006,4988,4692
2020,65Jährige,47591,345286,16335,59626,32946,329219,64949,71253,4391,22577,1001,4215,2987,22823,5657,4453
2020,66Jährige,42682,338295,17710,55991,30722,320499,70272,69011,3458,19142,1053,3639,2631,22431,5693,4223
2020,67Jährige,38074,327028,18497,51774,27545,307814,74671,65008,2899,16817,1040,3211,2239,21167,5915,3856
2020,68Jährige,34580,325344,20421,48572,25617,300358,81526,63130,2495,17528,1073,3042,2203,21959,6624,3816
2020,69Jährige,31126,317404,21514,45354,23310,289912,87423,60272,2149,17114,1139,2601,1865,19502,6407,3408
2020,70Jährige,28476,311879,23760,42265,21282,280097,94481,57840,2141,20416,1440,2749,1912,21440,8109,3483
2020,71Jährige,24788,299493,24567,38564,18841,264345,99299,52876,1765,20693,1497,2527,1612,19485,7847,3048
2020,72Jährige,20677,268128,23848,33586,15988,231887,97672,46508,1591,21175,1656,2407,1391,17787,7741,2966
2020,73Jährige,17292,245133,24198,29536,13895,211820,99382,41978,1484,21273,1762,2213,1284,16237,7586,2615
2020,74Jährige,14373,206576,22355,24174,11285,177307,92051,35833,1137,19454,1660,1806,1129,13742,7209,2266
2020,75Jährige,11614,174292,21480,19722,10223,149833,86828,30783,967,16691,1642,1409,926,11737,6783,1822
2020,76Jährige,14586,235496,31145,24431,12807,198446,124048,39436,859,15741,1649,1261,785,9975,6706,1626
2020,77Jährige,14112,232997,34238,23171,13247,192675,133084,38833,721,14388,1727,1145,693,8501,6101,1425
2020,78Jährige,12987,216391,35641,20617,12970,175680,137483,35220,646,14222,1692,1056,645,7649,6096,1350
2020,79Jährige,14757,253336,46083,22404,15215,202839,180394,40259,545,12480,1780,909,628,6078,6011,1158
2020,80Jährige,14067,250546,51559,20023,15877,193405,203991,39002,596,12457,1831,867,553,5863,6682,1140
2020,81Jährige,12234,232285,52340,17787,15541,173966,210767,35071,443,10854,1522,775,478,4675,5647,1067
2020,82Jährige,9864,200408,50433,14194,14320,141588,204603,29562,426,9139,1640,663,477,3986,5172,983
2020,83Jährige,8001,170504,48077,11170,13381,114009,195428,25062,324,7428,1393,526,414,3240,4699,808
2020,84Jährige,6712,146664,47409,9143,12445,92968,192593,21204,270,6162,1120,462,341,2481,4051,644
2020,85 Jahre und mehr,20194,490690,283202,26813,79652,256825,1196467,87260,1210,21248,5893,1627,1820,8886,21160,2985
2021,00Jährige,352296,0,0,0,334460,0,0,0,53801,0,0,0,50697,0,0,0
2021,01Jährige,345252,0,0,0,326669,0,0,0,56107,0,0,0,52767,0,0,0
2021,02Jährige,346603,0,0,0,329189,0,0,0,58275,0,0,0,55078,0,0,0
2021,03Jährige,352235,0,0,0,335126,0,0,0,59799,0,0,0,56174,0,0,0
2021,04Jährige,355687,0,0,0,338209,0,0,0,60337,0,0,0,56572,0,0,0
2021,05Jährige,356272,0,0,0,339921,0,0,0,61615,0,0,0,58334,0,0,0
2021,06Jährige,345759,0,0,0,328583,0,0,0,59859,0,0,0,55196,0,0,0
2021,07Jährige,342953,0,0,0,325888,0,0,0,57262,0,0,0,53175,0,0,0
2021,08Jährige,333695,0,0,0,317021,0,0,0,53075,0,0,0,48678,0,0,0
2021,09Jährige,333315,0,0,0,316291,0,0,0,52821,0,0,0,48428,0,0,0
2021,10Jährige,325214,0,0,0,309450,0,0,0,52328,0,0,0,47674,0,0,0
2021,11Jährige,335959,0,0,0,319933,0,0,0,50641,0,0,0,46067,0,0,0
2021,12Jährige,332114,0,0,0,315018,0,0,0,49401,0,0,0,44714,0,0,0
2021,13Jährige,341460,0,0,0,325037,0,0,0,49101,0,0,0,44482,0,0,0
2021,14Jährige,342546,0,0,0,324454,0,0,0,46394,0,0,0,41474,0,0,0
2021,15Jährige,336707,0,0,0,318506,2,0,0,45011,0,0,0,39792,0,0,0
2021,16Jährige,341730,0,0,0,324842,0,0,0,44986,0,0,0,38484,14,0,1
2021,17Jährige,350238,1,0,0,332901,0,0,0,44733,2,0,0,38322,51,1,0
2021,18Jährige,350953,49,2,0,333264,275,4,0,47963,28,0,0,40006,403,0,3
2021,19Jährige,357762,199,0,1,338796,1113,0,1,54906,122,2,3,43541,1249,0,11
2021,20Jährige,365828,720,1,5,344980,2816,2,37,64717,423,2,5,49258,2602,5,34
2021,21Jährige,379120,1673,2,29,357394,5877,2,133,78553,906,0,24,55937,4539,7,91
2021,22Jährige,368894,3124,2,65,344222,9514,9,292,100735,1946,2,39,66570,7348,14,215
2021,23Jährige,372194,5840,6,128,345054,15980,21,614,105322,3258,4,100,70883,10386,23,319
2021,24Jährige,378389,9995,2,253,345723,25706,34,1077,116427,5245,8,252,75363,14584,30,594
2021,25Jährige,364830,16159,11,471,325662,37396,42,1701,116103,7930,8,371,78287,18662,52,910
2021,26Jährige,343426,24152,29,804,299283,51170,67,2611,118035,10881,23,549,79341,22121,63,1202
2021,27Jährige,334298,36304,26,1317,283239,69987,98,3718,116703,13585,23,942,78725,25594,78,1571
2021,28Jährige,330030,52420,34,2131,272282,92240,135,5298,113767,16670,25,1242,77284,28974,129,1972
2021,29Jährige,315147,72400,56,3281,254079,117076,182,7192,110100,19762,46,1584,73463,32600,137,2431
2021,30Jährige,306933,95573,67,4509,241468,143022,272,9391,106449,23056,58,1951,70605,35941,143,2973
